reconstruction_error,is_anomaly
0.08028465787551162,False
0.08353682185460455,False
0.07916312707345016,False
0.1069147326938225,False
0.10985762306195346,False
0.28517611079310307,False
0.2027930849774693,False
0.13719706111163893,False
0.20281072768973482,False
0.22577954987271043,False
0.20280989117132495,False
0.31055435061877235,False
0.07906586677873086,False
0.1410411222017001,False
0.09690030402092388,False
0.1390391546670941,False
0.2099709688080896,False
0.21455224689696525,False
0.20273249979307148,False
0.115439049398387,False
0.08650008461397432,False
0.07919838184952008,False
0.2845663166972489,False
0.08279062052728291,False
0.09835139858565609,False
0.0865286922236547,False
0.07984644690414976,False
0.2851316082915423,False
0.152504794923523,False
0.08004264653968833,False
0.07896464971434679,False
0.28844716362380574,False
0.07899109830617708,False
0.18223377198771892,False
0.20285337414732826,False
0.08237084236517504,False
0.1789721499290952,False
0.10740405801145657,False
0.08238218714529555,False
0.20277014507062366,False
0.07892999335292832,False
0.0788681655073445,False
0.21739522528445104,False
0.22335910570704434,False
0.19528612083563449,False
0.08918331274912727,False
0.1286581435169182,False
0.08815866013867522,False
0.08249658314813671,False
0.2158330138435948,False
0.14429390315682902,False
1.7299332751861114,False
0.3389002405044696,False
0.13237023861219788,False
0.14148088735820238,False
0.09758016709601151,False
0.11570651988580202,False
0.09785350715092399,False
0.2199136648971857,False
0.12003800337989708,False
0.16663679408781693,False
0.08067893450204777,False
0.288341362481098,False
0.20279453443958567,False
0.2027949490161802,False
0.33911351607229223,False
0.20288400572321572,False
0.08013422964014315,False
0.2855632231937315,False
0.07973261134840019,False
0.07893046157197217,False
0.07971465876308911,False
0.20651640070867966,False
0.08573787636836286,False
0.11536404351687571,False
0.20270764461473711,False
0.18536169736568006,False
0.09912613996463729,False
0.08376081917383905,False
0.07893090654838474,False
0.07881754486993577,False
0.10903807457204662,False
0.32667608007708687,False
0.083567896928073,False
0.2022232635748277,False
0.08119485954032878,False
0.29190230359311237,False
0.20277585553792662,False
0.12345433504194724,False
0.14835418909835804,False
0.07917744415608831,False
0.14506897583256184,False
0.08935777979731022,False
0.0794011508078011,False
0.11359262154465896,False
0.13786650567540923,False
0.16459939742388993,False
0.2676829959283164,False
0.11012255482161591,False
1.7517338225786852,False
0.11267410944364646,False
0.10049651594551552,False
0.1786812106876162,False
0.28852543209711806,False
0.11885124106127395,False
0.08287336254027819,False
0.07892310191450354,False
0.20858119865414723,False
0.20280648897771164,False
0.08247555600707279,False
0.12222510463180562,False
0.09905265397490633,False
0.16126856252355035,False
0.2217302734540246,False
0.136564898580189,False
0.20320133208306798,False
0.21859227269800163,False
0.280685626424614,False
0.09472659014347021,False
0.18811308480867475,False
0.07892903900541075,False
0.2027653493920712,False
0.08234665455661808,False
0.10942671728687793,False
0.17902294386712359,False
0.10192030557086647,False
0.07994956372830091,False
0.2027778497416166,False
0.34532624783959404,False
0.11210940989661834,False
1.908161191889907,False
0.1263136528243671,False
0.15204828656732944,False
0.07987362610013508,False
0.07958043690752196,False
0.12498930818217578,False
0.28528331246358374,False
0.25873912110935227,False
0.1414128336864699,False
0.11268738044268711,False
0.20280397477407192,False
0.10981187680745996,False
0.10485888045865191,False
0.07896331541184075,False
0.1465755012238474,False
0.2181376889042454,False
0.2028283492913456,False
0.08961525725149548,False
0.07967492532455399,False
0.16662181695554498,False
0.27924576076779234,False
0.1342239497273348,False
0.20280905573954144,False
0.08070257889387199,False
0.28526101665568865,False
0.08318125301532155,False
0.20281692023251002,False
0.10174474155065324,False
0.1273931507846844,False
0.08249144353146234,False
0.08798560203227027,False
0.20292530929591174,False
0.10414496754753248,False
0.09197352668526501,False
9.639772279498482,False
0.17289885186051981,False
0.08069146089220258,False
0.2221660835202508,False
0.11934332514986971,False
0.36140210068534134,False
0.0881384757103584,False
0.28542670893502353,False
0.28628444624381516,False
0.1970500053068694,False
0.11141745648309227,False
0.14613897320926167,False
0.2028481393803345,False
0.07892655515379443,False
1.731637058866747,False
0.20280873104759908,False
0.20966464421957448,False
0.1263189182575093,False
0.07905577001669044,False
0.07925757666888837,False
0.07916797933541239,False
0.07956513928730832,False
0.17886021684991035,False
0.08057544401514874,False
0.0803797609878844,False
0.07919236389546559,False
1.739488298459911,False
0.10888683857196187,False
0.07919841869907548,False
0.28842092540109227,False
0.1724467109654315,False
0.11105957861355051,False
0.2105458060944839,False
0.1627819862151326,False
0.28830110450109403,False
0.17160361929204004,False
0.09980736214918762,False
0.10344126990963018,False
0.08106733673461171,False
1.7705531721596266,False
0.20268425523689018,False
0.13114063850290414,False
0.18172533172363453,False
0.08387822577082352,False
0.17302616464814174,False
0.14374507648370002,False
0.3545682809027873,False
0.1192344947692735,False
0.10978812089089919,False
0.084288260504108,False
0.2851877675462124,False
0.11119900420813421,False
0.33920535599833795,False
0.20941148571481924,False
0.10343985019706385,False
0.08901256485276,False
0.11496644135761035,False
0.11280713363819421,False
0.1176153582802553,False
0.2192796710685634,False
0.15174087032526368,False
0.2838788616513366,False
0.12312686058248233,False
0.17970188441370577,False
0.20944969734013058,False
0.20276582601380808,False
0.10191270400041384,False
0.1869400664943013,False
0.08416044956006528,False
0.20275091756318858,False
0.08647732530789516,False
0.07919073630278119,False
0.07907794671074408,False
0.1372156788664963,False
0.09417002652623929,False
0.09911047323340072,False
0.14470795840787437,False
0.15469915184518138,False
0.07916433810674021,False
0.1038988100421919,False
0.2027166733064028,False
0.2882510420372433,False
0.10092993924830948,False
0.2856886390114069,False
0.10548464599157734,False
0.07906434006348825,False
0.10505834671495935,False
0.17903599747601479,False
0.1353274985801916,False
1.734217683418549,False
11.02781838717885,False
0.20282236997215156,False
0.18880301356434392,False
0.20277145734035082,False
0.08708707504320326,False
0.24100684225965854,False
0.2846917049049574,False
0.20289396875050375,False
0.2027198676175868,False
0.20229875053566843,False
0.14503450245574118,False
0.08950516024253706,False
0.14113397670843528,False
0.10847085183461876,False
0.08155895113232169,False
0.11041196228598145,False
0.12963197226167972,False
0.07898008788625296,False
0.20273229728668746,False
0.21801272675995637,False
0.08590934264783286,False
0.1327005187311316,False
0.10883320136070153,False
0.15752720139282952,False
0.0791259892430427,False
0.14083309825550872,False
0.20267307293768164,False
0.2028081403813357,False
1.7966206475709563,False
0.20282443269871342,False
0.20278125568820643,False
0.20276346665959186,False
0.18155244191221345,False
0.20283928458716183,False
0.12209224170657658,False
0.07985437671213867,False
0.08269215692540553,False
0.08485656611186966,False
0.08960380776496259,False
0.15717869039633733,False
0.1525702384991345,False
0.164820942031078,False
0.2516425148626575,False
0.178964323332551,False
0.2843116818775296,False
0.1788489680382957,False
1.7285349441777567,False
0.11036696053354363,False
0.07894246921201438,False
0.07994426122267854,False
0.3706170924861784,False
0.10108742522650584,False
0.07978731457224306,False
0.1626279200875688,False
0.28600283083030753,False
0.12318966577865262,False
0.11009092132877832,False
0.22575463995398953,False
0.12932992252991576,False
0.07917840077557411,False
0.2858838255853999,False
0.08148436441375427,False
11.028197870277406,False
0.0854972620441035,False
0.29177991619268134,False
0.15249180063063159,False
0.28592737489303144,False
0.2027601559120579,False
0.26307054203346414,False
0.0918281565800941,False
0.1442615622255823,False
0.11933588420682109,False
0.11570496015745509,False
0.0831077555895549,False
1.760280709441077,False
0.33900763862654354,False
0.22579661055514957,False
0.13001985155919127,False
0.11143614434843845,False
0.08584886931469989,False
0.07917037711529089,False
0.4248608342737389,False
1.786297375579186,False
0.11687607609142814,False
0.15140602708071232,False
0.08238329440963203,False
0.1545374429482469,False
0.20946846733561672,False
0.08234151638005482,False
0.2858483631679895,False
0.07893656655957777,False
0.16972601696961936,False
0.07934797475929675,False
0.28856104873674154,False
0.0789192874538078,False
0.09145811057669292,False
0.28485653951460554,False
17.19842943654519,False
0.08055294923350845,False
0.11127424074081563,False
0.08008601748257596,False
0.12255211785002855,False
0.2843337210051636,False
0.20287257335094783,False
0.20944464063088913,False
0.20281733585182887,False
0.11366389765061488,False
0.08179248358147853,False
0.2094136981426921,False
0.13563152271872755,False
0.24088329567537944,False
0.2098853603089095,False
0.20277115837410498,False
0.11156215084597139,False
0.0793124126039583,False
0.10352694562823449,False
0.17931749743396894,False
0.2027702327381152,False
0.1901615965242191,False
0.07930584330053639,False
0.104381660781541,False
0.202762789064948,False
0.08095685017246608,False
0.20279243335785724,False
0.2094311148776487,False
0.17402325436646396,False
0.28483238532142463,False
0.08034696610784942,False
0.09796092298142145,False
0.08485361158829365,False
0.07893070991885878,False
0.15447331577724555,False
0.12224075360069205,False
0.08591790294354018,False
0.10206500907713574,False
0.2027844040284194,False
1.8021154389124805,False
0.1554057101000201,False
0.1204714198925128,False
0.18195284535890474,False
0.2849310638349207,False
0.07931674420077096,False
0.11068947002488781,False
0.2300144689938935,False
0.13243077810175904,False
0.2027563839639246,False
0.11575198171834657,False
0.09129406408634289,False
0.20297552655396342,False
0.310291009377437,False
0.21157945883725943,False
0.14341661952817814,False
0.20278709988475327,False
0.07888442194213705,False
0.21863723192574175,False
0.12683862236245516,False
0.2030767080802117,False
0.16465240593405459,False
0.28434478964085264,False
0.07937802613778823,False
0.3705378296114715,False
0.08109805889452766,False
0.10934285534823598,False
0.20283807332702475,False
0.12637112732874697,False
0.3098891935549902,False
0.20283337881942548,False
0.08006686939617816,False
1.7287541493542629,False
0.18338404767865266,False
0.07910661381684471,False
0.0794356443907334,False
0.10993406248922631,False
0.11115158971937626,False
0.2028507310946505,False
0.18052685979026542,False
0.20326196264737176,False
0.20284281414248223,False
0.08011144794687565,False
0.08239183859640677,False
0.08004544378980662,False
0.111721171263208,False
0.0991164351677948,False
0.19167594744357327,False
0.20280717373833587,False
0.361422720730668,False
0.08141456082658435,False
0.2027706597698765,False
0.07941073809640742,False
0.07891085862006439,False
0.10339114164282624,False
0.07905584069261377,False
0.08299909595298736,False
0.09166246077249253,False
0.1697809363199295,False
0.08269622651774741,False
0.14428130626672456,False
0.20285274094945543,False
0.08036969162483099,False
0.20933727991819126,False
0.18625680987051949,False
0.0789380413271554,False
0.11615376739158371,False
0.11069209237345412,False
0.2028139931544391,False
0.10954753205450249,False
0.07891179201957042,False
1.7834138770706776,False
0.08387290506181042,False
0.09302863905447543,False
0.2540076216940716,False
0.293285603772143,False
0.11093998369940271,False
0.21259886335180928,False
0.07894685259310472,False
0.07905744190536189,False
0.14503048222506562,False
0.08972204297458598,False
0.14597911648824552,False
0.1178136007651273,False
0.20281097220672056,False
11.029375157781388,False
0.14571451919764492,False
0.14683619486066316,False
0.10102417520255827,False
0.5731540851861167,False
0.17087847782081342,False
0.08001167926885379,False
0.14122937255958692,False
0.08066958213456292,False
1.7297880383056972,False
0.1575597347037277,False
0.18117220174432783,False
0.1411394023818149,False
0.1352186776920189,False
0.202764007115936,False
0.140834489275567,False
0.17153168949298878,False
0.11010973425432045,False
1.7294040005118703,False
0.20284235858573862,False
0.12181891188990082,False
0.09211238566142396,False
0.1260764239514632,False
0.07941442107654884,False
0.08605466103130611,False
0.2886682382593278,False
0.20281835342239135,False
0.14532944681485885,False
8.424036954815573,False
0.20277207255062407,False
0.12026886554152501,False
0.20278704108747067,False
0.0918704551329995,False
0.2027998093516971,False
0.11129010820754191,False
0.17898083086729827,False
0.2104168377130558,False
0.12357914142052595,False
0.07918045892318655,False
0.09206430268941915,False
0.14183912806138757,False
0.2028061147402021,False
0.14419741377122497,False
0.11453392192173298,False
0.0895159834780163,False
0.209452426669297,False
0.12098254384655646,False
0.08043478398674557,False
0.08585853945204157,False
0.07907996284048983,False
0.2803193735721556,False
0.20283981861409012,False
0.07912464529091585,False
0.2444117406256497,False
0.08736628456769344,False
0.07914242280645804,False
0.1119691530982585,False
0.12671151713376352,False
0.07920909096435565,False
0.207145976970497,False
0.07957399574858412,False
0.202769962292473,False
0.10206466258309399,False
0.10889396740188209,False
0.24450569375682568,False
0.2850620079094549,False
0.2958519086608137,False
0.2848540283189464,False
0.18334907262701922,False
0.08385036604728777,False
0.2856039124166597,False
0.1854715054345488,False
0.1272438458836489,False
0.20288635973309618,False
0.28767258812095237,False
0.0789185363624209,False
0.08267876430346029,False
0.14423446279158622,False
0.10257555938893557,False
0.20944414035996356,False
0.29195643301700935,False
0.11980607671210487,False
0.12621830876036408,False
0.15879410491997584,False
0.07901150364758483,False
0.11073038817927502,False
0.07897203017587189,False
0.28004373473636013,False
0.13395433934572548,False
0.20939584584002802,False
0.15185245169737036,False
0.12576465771847767,False
0.17421027421688104,False
0.15435873844917974,False
17.20764180969172,False
0.2886014557249407,False
0.20277908328819413,False
0.20972769601499652,False
0.07896893496627695,False
0.11219219107174803,False
0.17868976872099848,False
0.202751339659965,False
17.258419758541276,False
0.2857771587772947,False
0.12897779076769728,False
0.14489730670033318,False
0.08688843528060632,False
0.08949625301342655,False
0.07900670120896261,False
0.20273668209166676,False
1.7288723262684227,False
0.08064308215169377,False
0.11843880188344816,False
0.26301288914005433,False
0.07900585443492092,False
0.07918293821280344,False
0.15688342099434907,False
0.2849318018079819,False
0.2027819094813588,False
0.3096173539148267,False
0.2858405205670565,False
0.07896441683395365,False
0.09883076951994808,False
0.21064776250758294,False
0.11146193829132138,False
0.07915992178866653,False
0.20285713551345722,False
0.09195152948775194,False
0.11781096811599635,False
0.1107733121925983,False
0.13730841432826718,False
0.20278595709802344,False
0.1313261974972156,False
0.08429689621708393,False
0.2028424996270881,False
0.16063845445136046,False
0.21048299577071025,False
0.0802437239187904,False
0.28577748854434243,False
0.33178235836751285,False
0.07894892035451653,False
0.1970033154907738,False
0.10891977674899189,False
0.1870564804558374,False
0.11805023596361726,False
0.10105022089463978,False
0.12620709079110506,False
0.1648586509732544,False
0.2027888698908759,False
0.07900586192999541,False
0.12435760925197314,False
0.20277037303844578,False
0.10904536807294932,False
0.19010107998316048,False
0.12637975778017504,False
0.1410697972896096,False
0.26126322630190907,False
0.28577487740904334,False
0.16575006293548353,False
0.2859906405350264,False
0.2979395525585843,False
0.20280709254449003,False
0.08097379582255348,False
0.2856849376634754,False
0.0790070392180259,False
0.23229484096013883,False
0.28551901850281064,False
0.09167270350453902,False
0.27073109047506533,False
0.12202560196464167,False
0.14098996203115619,False
0.12634396539252485,False
0.08412930906267123,False
0.1948475931734859,False
0.08255959566167888,False
0.25184381088219393,False
1.732718080855472,False
0.13216187485327574,False
0.28568242415068484,False
0.2027718805978233,False
0.11144805281948858,False
0.07997244775574323,False
0.11018427121202432,False
0.08249543482970947,False
0.16205253025981142,False
0.07964262152588657,False
0.21284311914345697,False
0.11769468217083358,False
0.12472591341265674,False
0.07937984430007118,False
0.17167353137994598,False
0.08478599448458433,False
0.27879763759459103,False
0.20280477056328458,False
0.26306989745821063,False
0.13746432721041013,False
0.33681495622060825,False
0.35350887815260185,False
1.75413583368344,False
0.07883110069990054,False
0.2028147374280707,False
0.08099232261261372,False
0.20281830065476908,False
0.1784949705020174,False
0.11667644892160677,False
0.3395413119527087,False
0.2862157069759732,False
0.34655180615612996,False
0.14318881394871946,False
0.3391687367412003,False
0.28553546021645043,False
0.0791013249470502,False
0.08361204839795969,False
0.11897676744214612,False
0.08041017860048946,False
0.14487520274446816,False
0.07906416278076202,False
0.08186858585091132,False
0.2187239803743961,False
0.11322630092123373,False
0.20250680785643943,False
0.1910810879596952,False
0.1147795446888629,False
0.10995801552234798,False
0.07896270948987667,False
0.12025969072718176,False
0.07961712808616382,False
0.20281632532842084,False
0.17334191577394087,False
0.09307240406723045,False
0.08424721558590086,False
0.10553367393329147,False
0.2094359533120314,False
0.1151257333874414,False
0.28473576697096076,False
0.07999743397621764,False
0.17083286623493374,False
0.32665806710578627,False
0.20278672636976805,False
0.11866115383899982,False
1.7979973315069557,False
0.08571067500935425,False
0.10368627760854611,False
0.20275444162452091,False
0.09478350140876927,False
0.07921090286061302,False
0.36943206623604435,False
